                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    115,                0.60273,                 0.3716,                 0.8344,                0.72563,                0.58175,                0.63672,                0.49134,                0.57704,                0.35519,                 0.8213,              0.0046729,              0.0046729,              0.0046729
                    116,                0.60077,                0.36994,                  0.835,                0.72568,                0.58122,                0.63712,                0.49122,                0.57696,                0.35506,                 0.8213,              0.0046257,              0.0046257,              0.0046257
                    117,                0.60106,                0.36999,                0.83564,                0.72774,                0.57977,                0.63716,                0.49184,                0.57688,                0.35518,                0.82129,              0.0045786,              0.0045786,              0.0045786
                    118,                0.59976,                0.37037,                0.83442,                0.72601,                0.57944,                0.63748,                0.49202,                0.57679,                0.35506,                0.82123,              0.0045314,              0.0045314,              0.0045314
                    119,                0.59856,                 0.3688,                 0.8334,                0.72944,                0.57792,                0.63716,                  0.492,                0.57675,                0.35501,                0.82119,              0.0044843,              0.0044843,              0.0044843
                    120,                0.60088,                0.36901,                 0.8337,                0.72649,                  0.579,                0.63698,                0.49203,                0.57677,                0.35489,                0.82107,              0.0044371,              0.0044371,              0.0044371
                    121,                0.59968,                0.36782,                0.83418,                0.72759,                0.57859,                0.63761,                0.49194,                0.57669,                0.35479,                0.82102,                0.00439,                0.00439,                0.00439
                    122,                0.59632,                0.36542,                0.83337,                0.72831,                0.57882,                0.63787,                0.49186,                0.57638,                0.35435,                0.82097,              0.0043429,              0.0043429,              0.0043429
                    123,                0.59554,                0.36682,                0.83322,                0.73533,                0.57637,                0.63679,                0.49205,                 0.5761,                0.35417,                0.82087,              0.0042957,              0.0042957,              0.0042957
                    124,                 0.5939,                0.36491,                0.83359,                0.73065,                 0.5797,                0.63822,                0.49261,                0.57593,                0.35387,                0.82086,              0.0042486,              0.0042486,              0.0042486
                    125,                0.59272,                0.36383,                0.83288,                0.73491,                0.57828,                0.63866,                0.49287,                0.57575,                0.35358,                0.82086,              0.0042014,              0.0042014,              0.0042014
                    126,                0.59332,                 0.3649,                0.83219,                0.73865,                0.57924,                0.63897,                0.49289,                0.57552,                0.35326,                0.82082,              0.0041543,              0.0041543,              0.0041543
                    127,                0.59178,                0.36472,                0.83223,                0.73955,                0.57758,                0.63801,                0.49311,                0.57544,                0.35308,                0.82083,              0.0041071,              0.0041071,              0.0041071
                    128,                0.59009,                0.36295,                0.83173,                0.74142,                0.57743,                0.63841,                0.49325,                0.57523,                0.35294,                0.82081,                0.00406,                0.00406,                0.00406
                    129,                0.58863,                0.36299,                0.83226,                0.74485,                0.57819,                0.63865,                0.49362,                0.57514,                 0.3526,                0.82073,              0.0040129,              0.0040129,              0.0040129
                    130,                0.58807,                0.35993,                0.83132,                0.76221,                 0.5678,                0.63746,                0.49359,                0.57497,                0.35254,                0.82064,              0.0039657,              0.0039657,              0.0039657
                    131,                0.59157,                0.36263,                0.83224,                0.75678,                0.57124,                0.63849,                0.49366,                0.57485,                0.35241,                0.82064,              0.0039186,              0.0039186,              0.0039186
                    132,                0.58907,                0.36037,                0.83136,                0.76879,                 0.5691,                 0.6391,                0.49394,                0.57462,                 0.3521,                0.82054,              0.0038714,              0.0038714,              0.0038714
                    133,                 0.5889,                0.35913,                0.83168,                 0.7759,                0.56549,                 0.6391,                  0.494,                 0.5745,                0.35216,                0.82049,              0.0038243,              0.0038243,              0.0038243
                    134,                0.58798,                 0.3597,                0.83147,                0.77632,                0.56523,                0.63944,                0.49407,                0.57437,                0.35202,                0.82046,              0.0037771,              0.0037771,              0.0037771
                    135,                0.58566,                0.35807,                0.83025,                0.78398,                 0.5637,                0.63989,                0.49431,                0.57425,                  0.352,                0.82043,                0.00373,                0.00373,                0.00373
                    136,                0.58408,                0.35708,                0.83067,                0.77657,                0.56466,                0.63968,                 0.4947,                0.57414,                0.35168,                 0.8204,              0.0036829,              0.0036829,              0.0036829
                    137,                0.58536,                0.35782,                0.83004,                0.77792,                0.56546,                0.64014,                0.49488,                 0.5739,                0.35142,                0.82031,              0.0036357,              0.0036357,              0.0036357
                    138,                0.58414,                0.35747,                0.83098,                0.77997,                 0.5656,                0.64013,                0.49338,                0.57385,                0.35128,                0.82032,              0.0035886,              0.0035886,              0.0035886
                    139,                0.58234,                0.35564,                0.83062,                0.78081,                0.56736,                0.64022,                0.49416,                0.57364,                0.35113,                0.82032,              0.0035414,              0.0035414,              0.0035414
                    140,                0.57985,                0.35522,                 0.8293,                0.78737,                0.56539,                 0.6404,                0.49341,                0.57343,                 0.3509,                0.82022,              0.0034943,              0.0034943,              0.0034943
                    141,                0.58142,                0.35517,                 0.8299,                0.79467,                0.56563,                0.64065,                0.49326,                0.57336,                0.35058,                0.82021,              0.0034471,              0.0034471,              0.0034471
                    142,                 0.5815,                0.35426,                0.83021,                 0.7979,                0.56622,                0.64129,                0.49348,                0.57305,                0.35061,                0.82016,                 0.0034,                 0.0034,                 0.0034
                    143,                0.58119,                0.35486,                0.82972,                0.80049,                0.56576,                0.64139,                0.49353,                0.57298,                0.35042,                0.82013,              0.0033529,              0.0033529,              0.0033529
                    144,                 0.5762,                0.35239,                0.82879,                0.81612,                0.56361,                0.64185,                0.49385,                0.57281,                0.35011,                0.82011,              0.0033057,              0.0033057,              0.0033057
